"highSchool","name","shoots","anio","mes","dia","Altura_CM","Altura_CM_DOS","PesoNuevo"
"East in Denver, Colorado","Ron Shavlik","Right","1933","12","04",182.88,243.84,90
"Bishop O'Dowd in Oakland, California","Brian Shaw","Right","1966","03","22",182.88,182.88,85.5
"Lebanon in Lebanon, Ohio","Casey Shaw","Right","1975","07","20",182.88,335.28,117
"Oak Hill Academy in Mouth of Wilson, Virginia","Bob Shea","Right","1924","09","11",182.88,60.96,87.3
"Davis in Kaysville, Utah","Fred Sheffield","Right","1923","11","05",182.88,60.96,74.25
"Dunbar in Washington, District of Columbia","Craig Shelton","Right","1957","05","01",182.88,213.36,94.5
"Foothill in Bakersfield, California","Lonnie Shelton","Right","1955","10","19",182.88,243.84,108
"Oak Hill Academy in Mouth of Wilson, Virginia","Tornike Shengelia","Right","1991","10","05",182.88,274.32,97.65
"Carmel in Carmel, Indiana","Billy Shepherd","Right","1949","11","18",152.4,304.8,72
"McIntosh in Peachtree City, Georgia","Jeff Sheppard","Right","1974","09","29",182.88,91.44,85.5
"DeWitt Clinton in Bronx, New York","Steve Sheppard","Right","1954","03","21",182.88,182.88,96.75
"John Marshall in Richmond, Virginia","Ed Sherod","Right","1959","09","13",182.88,60.96,76.5
"Cathedral in Indianapolis, Indiana","Charley Shipp","Right","1913","12","03",182.88,30.48,90
"Jefferson West in Meriden, Kansas","Paul Shirley","Right","1977","12","23",182.88,304.8,103.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Gene Short","Right","1953","08","07",182.88,182.88,90
"Blair in Hattiesburg, Mississippi","Purvis Short","Right","1957","07","02",182.88,213.36,94.5
"North in Terre Haute, Indiana","Dexter Shouse","Right","1963","03","24",182.88,60.96,90
"Oak Hill Academy in Mouth of Wilson, Virginia","Dick Shrider","Right","1923","02","07",182.88,60.96,85.5
"Towson Catholic in Towson, Maryland","Gene Shue","Right","1931","12","18",182.88,60.96,76.5
"Thomas Jefferson in Elizabeth, New Jersey","John Shumate","Right","1952","04","06",182.88,274.32,105.75
"Oak Park and River Forest in Oak Park, Illinois","Iman Shumpert","Right","1990","06","26",182.88,152.4,96.75
"Oak Hill Academy in Mouth of Wilson, Virginia","Alexey Shved","Right","1988","12","16",182.88,182.88,85.5
"God's Academy in Lewisville, Texas","Pascal Siakam","Right","1994","04","02",182.88,274.32,103.5
"Princeton in Sharonville, Ohio","Jordan Sibert","Right","1992","08","01",182.88,121.92,84.15
"Oak Hill Academy in Mouth of Wilson, Virginia","Sam Sibert","Right","1949","02","11",182.88,213.36,96.75
"West in Rockford, Illinois","Mark Sibley","Right","1950","11","13",182.88,60.96,78.75
"Martinsville in Martinsville, Indiana","Jerry Sichting","Right","1956","11","29",182.88,30.48,75.6
"Oak Hill Academy in Mouth of Wilson, Virginia","Donald Sidle","Right","1946","06","21",182.88,243.84,96.75
"Shelby in Shelby, Ohio","Larry Siegfried","Right","1939","05","22",182.88,91.44,85.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Ralph Siewert","Right","1923","12","31",213.36,30.48,103.5
"Saint Anne in Saint Anne, Illinois","Jack Sikma","Right","1955","11","14",182.88,335.28,103.5
"McCall in Tallulah, Louisiana","James Silas","Right","1949","02","11",182.88,30.48,81
"McClymonds in Oakland, California","Paul Silas","Right","1943","07","12",182.88,213.36,99
"Brewster Academy in Wolfeboro, New Hampshire","Xavier Silas","Right","1988","01","22",182.88,152.4,92.25
"Richmond Academy in Augusta, Georgia","Garret Siler","Right","1986","10","25",182.88,335.28,137.25
"Saint Xavier in Louisville, Kentucky","Mike Silliman","Right","1944","05","05",182.88,182.88,101.25
"Leavenworth in Leavenworth, Kansas","Wayne Simien","Right","1983","03","09",182.88,274.32,114.75
"Montverde Academy in Montverde, Florida","Ben Simmons","Left","1996","07","20",182.88,304.8,103.5
"Simeon Career Academy in Chicago, Illinois","Bobby Simmons","Right","1980","06","02",182.88,213.36,94.5
"West Brunswick in Shallotte, North Carolina","Cedric Simmons","Right","1986","01","03",182.88,274.32,105.75
"Flushing in Flushing, New York","Connie Simmons","Right","1925","03","15",182.88,243.84,99.9
"Benson in Omaha, Nebraska","Grant Simmons","Right","1943","03","07",182.88,91.44,85.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Johnny Simmons","Right","1924","07","07",182.88,30.48,82.8
"Smiley in Houston, Texas","Jonathon Simmons","Right","1989","09","14",182.88,182.88,87.75
"St. Francis in Alpharetta, Georgia","Kobi Simmons","Right","1997","07","04",182.88,152.4,74.7
"South Philadelphia in Philadelphia, Pennsylvania","Lionel Simmons","Right","1968","11","14",182.88,213.36,94.5
"Mater Dei in Santa Ana, California","Miles Simon","Right","1975","11","21",182.88,91.44,90.9
"Commerce in New York, New York","Walter Simon","Right","1939","12","01",182.88,182.88,90
"IMG Academy in Bradenton, Florida","Anfernee Simons","Right","1999","06","08",182.88,121.92,83.25
"Friendly in Fort Washington, Maryland","Dickey Simpkins","Right","1972","04","06",182.88,274.32,111.6
"Pershing in Detroit, Michigan","Ralph Simpson","Right","1949","08","10",182.88,152.4,90
"Paris in Paris, Kentucky","Alvin Sims","Right","1974","10","18",182.88,121.92,105.75
"Jordan in Los Angeles, California","Bob Sims","Right","1938","10","09",182.88,152.4,99
"Noble and Greenough School in Dedham, Massachusetts","Courtney Sims","Right","1983","10","21",182.88,304.8,110.25
"Oak Hill Academy in Mouth of Wilson, Virginia","Doug Sims","Right","1943","06","29",182.88,213.36,87.75
"Mount Saint Joseph in Baltimore, Maryland","Henry Sims","Right","1990","03","27",182.88,304.8,111.6
"Oak Hill Academy in Mouth of Wilson, Virginia","Scott Sims","Right","1955","04","18",182.88,30.48,76.5
"South Medford in Medford, Oregon","Kyle Singler","Right","1988","05","04",182.88,243.84,102.6
"William Penn Charter School in Philadelphia, Pennsylvania","Sean Singletary","Right","1985","09","06",182.88,0,83.25
"Dunwoody in Dunwoody, Georgia","Chris Singleton","Right","1989","11","21",182.88,243.84,103.5
"Hirsch Metro in Chicago, Illinois","James Singleton","Right","1981","07","20",182.88,243.84,97.2
"Booker T. Washington in Memphis, Tennessee","McKinley Singleton","Right","1961","10","29",182.88,152.4,78.75
"Benjamin Franklin in New York, New York","Zeke Sinicola","Right","1929","01","25",152.4,304.8,74.25
"McMinnville in McMinnville, Oregon","Charlie Sitton","Right","1962","07","03",182.88,243.84,94.5
"Franklin in Seattle, Washington","Peyton Siva","Right","1990","10","24",182.88,0,83.25
"Plymouth in Plymouth, Indiana","Scott Skiles","Right","1964","03","05",182.88,30.48,81
"Malverne in Malverne, New York","Al Skinner","Left","1952","06","16",182.88,91.44,85.5
"Temple in Temple, Texas","Brian Skinner","Right","1976","05","19",182.88,274.32,114.75
"Worcester in Newark, Maryland","Tal Skinner","Right","1952","09","10",182.88,152.4,87.75
"Brainerd in Brainerd, Minnesota","Whitey Skoog","Right","1926","11","02",152.4,335.28,81
"Oak Hill Academy in Mouth of Wilson, Virginia","Jeff Slade","Right","1941","03","01",182.88,182.88,99
"Kashmere in Houston, Texas","Reggie Slater","Right","1970","08","27",182.88,213.36,96.75
"Oak Hill Academy in Mouth of Wilson, Virginia","Jim Slaughter","Right","1928","05","13",182.88,335.28,94.5
"Compton in Compton, California","Jose Slaughter","Right","1960","09","09",182.88,152.4,92.25
"Woodrow Wilson in Beckley, West Virginia","Tamar Slay","Right","1980","04","02",182.88,243.84,96.75
"Seagoville in Dallas, Texas","Donald Sloan","Right","1988","01","15",182.88,91.44,92.25
"McLeansboro in McLeansboro, Illinois","Jerry Sloan","Right","1942","03","28",182.88,152.4,87.75
"Oak Hill Academy in Mouth of Wilson, Virginia","Uros Slokar","Left","1983","05","14",182.88,304.8,107.1
"Gonzaga in Washington, District of Columbia","Tom Sluby","Right","1962","02","18",182.88,121.92,90
"McKinley in Baton Rouge, Louisiana","Keith Smart","Right","1964","09","21",182.88,30.48,78.75
"Edward S. Marcus in Flower Mound, Texas","Marcus Smart","Right","1994","03","06",182.88,121.92,99
"Ellenboro in Ellenboro, North Carolina","Belus Smawley","Right","1918","03","20",182.88,30.48,87.75
"Waterman in Waterman, Illinois","Jack Smiley","Right","1922","12","22",182.88,91.44,85.5
"Farmington in Farmington, Kentucky","Adrian Smith","Right","1936","10","05",182.88,30.48,81
"Manual in Peoria, Illinois","Al Smith","Right","1947","01","15",182.88,30.48,83.25
"New York Military Academy in New York, New York","Bill Smith","Right","1939","04","26",182.88,152.4,85.5
"Melrose in Memphis, Tennessee","Bingo Smith","Right","1946","02","26",182.88,152.4,87.75
"Stonewall Jackson in Charleston, West Virginia","Bobby Smith","Right","1937","08","20",182.88,121.92,85.5
"Warren Harding in Bridgeport, Connecticut","Charles Smith","Right","1965","07","16",182.88,304.8,103.5
"All Saints in Washington, District of Columbia","Charles Smith","Right","1967","11","29",182.88,30.48,72
"Dunbar in Fort Worth, Texas","Charles Smith","Right","1975","08","22",182.88,121.92,87.3
"Kolbe Cathedral in Bridgeport, Connecticut","Chris Smith","Right","1970","05","17",182.88,91.44,85.5
"Saint Benedict's Preparatory School in Newark, New Jersey","Chris Smith","Right","1987","10","13",182.88,60.96,90
"Adams in Cleveland, Ohio","Clinton Smith","Right","1964","01","19",182.88,182.88,94.5
"Fairfax in Los Angeles, California","Craig Smith","Right","1983","11","10",182.88,213.36,112.5
"West in Salt Lake City, Utah","Deb Smith","Right","1920","01","07",182.88,91.44,81
"Trinity Christian in Fayetteville, North Carolina","Dennis Smith Jr.","Right","1997","11","25",182.88,91.44,87.75
"Hogansville in Hogansville, Georgia","Derek Smith","Right","1961","11","01",182.88,182.88,92.25
"Roosevelt in Minneapolis, Minnesota","Don Smith","Right","1920","07","27",182.88,60.96,85.5
"Roth in Dayton, Ohio","Don Smith","Right","1951","10","10",182.88,0,72
"Oldham County in LaGrange, Kentucky","Donta Smith","Right","1983","11","27",182.88,213.36,96.75
"MacKenzie in Detroit, Michigan","Doug Smith","Right","1969","09","17",182.88,304.8,99
"Oak Hill Academy in Mouth of Wilson, Virginia","Ed Smith","Right","1929","07","05",182.88,182.88,81
"Ballard-Hudson in Macon, Georgia","Elmore Smith","Right","1949","05","09",213.36,0,112.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Garfield Smith","Right","1945","11","18",182.88,274.32,105.75
"Caldwell County in Caldwell, Kentucky","Greg Smith","Right","1947","01","28",182.88,152.4,87.75
"Westwind Academy in Phoenix, Arizona","Greg Smith","Right","1991","01","08",182.88,304.8,112.5
"Central Cabarrus in Concord, North Carolina","Ish Smith","Right","1988","07","05",182.88,0,78.75
"Saint Benedict's Preparatory School in Newark, New Jersey","J.R. Smith","Right","1985","09","09",182.88,182.88,101.25
"Booker T. Washington in Atlanta, Georgia","Jabari Smith","Right","1977","02","12",182.88,335.28,112.5
"Platte Valley in Kersey, Colorado","Jason Smith","Right","1986","03","02",213.36,0,108
"East in Wauwatosa, Wisconsin","Jerry Smith","Right","1987","09","26",182.88,60.96,85.5
"East Technical in Cleveland, Ohio","Jim Smith","Right","1958","04","12",182.88,274.32,101.25
"Maury in Norfolk, Virginia","Joe Smith","Right","1975","07","26",182.88,304.8,101.25
"Oak Hill Academy in Mouth of Wilson, Virginia","John Smith","Right","1944","05","24",213.36,0,105.75
"Oak Hill Academy in Mouth of Wilson, Virginia","Josh Smith","Left","1985","12","05",182.88,274.32,101.25
"West Covina in West Covina, California","Keith Smith","Left","1964","03","09",182.88,91.44,81
"Oak Hill Academy in Mouth of Wilson, Virginia","Ken Smith","Right","1953","07","12",182.88,213.36,83.25
"Archbishop Molloy in Jamaica, New York","Kenny Smith","Right","1965","03","08",182.88,91.44,76.5
"Bay City in Bay City, Texas","LaBradford Smith","Right","1969","04","03",182.88,91.44,90
"Simmons in Hollandale, Mississippi","Larry Smith","Right","1958","01","18",182.88,243.84,96.75
"Martin Luther King in Chicago, Illinois","Leon Smith","Right","1980","11","02",182.88,304.8,105.75
"Los Altos in Hacienda Heights, California","Michael Smith","Right","1965","05","19",182.88,304.8,101.25
"Dunbar in Washington, District of Columbia","Michael Smith","Left","1972","03","28",182.88,243.84,103.5
"West Monroe in West Monroe, Louisiana","Mike Smith","Right","1976","04","15",182.88,243.84,87.75
"Oak Hill Academy in Mouth of Wilson, Virginia","Nolan Smith","Right","1988","07","25",182.88,60.96,83.25
"Forrest in Jacksonville, Florida","Otis Smith","Right","1964","01","30",182.88,152.4,94.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Pete Smith","Right","1948","07","26",182.88,182.88,92.25
"Washington in San Francisco, California","Phil Smith","Right","1952","04","22",182.88,121.92,83.25
"Bellport in Brookhaven, New York","Randy Smith","Right","1948","12","12",182.88,91.44,81
"Leland in San Jose, California","Reggie Smith","Right","1970","08","21",182.88,304.8,108
"Crenshaw in Los Angeles, California","Robert Smith","Right","1955","03","10",152.4,335.28,74.25
"South Kent School in South Kent, Connecticut","Russ Smith","Right","1991","04","19",182.88,0,74.25
"Hazard in Hazard, Kentucky","Sam Smith","Right","1944","01","27",182.88,213.36,103.5
"Clark in Las Vegas, Nevada","Sam Smith","Right","1955","01","08",182.88,121.92,90
"Pershing in Detroit, Michigan","Steve Smith","Right","1969","03","31",182.88,213.36,90
"Northeast in Philadelphia, Pennsylvania","Steven Smith","Right","1983","04","12",182.88,243.84,105.75
"Spruce in Dallas, Texas","Stevin Smith","Right","1972","01","24",182.88,60.96,93.6
"Auburndale in Auburndale, Florida","Theron Smith","Right","1980","10","03",182.88,243.84,101.25
"East in Wauwatosa, Wisconsin","Tony Smith","Right","1968","06","14",182.88,91.44,83.25
"Oak Hill Academy in Mouth of Wilson, Virginia","William Smith","Right","1949","02","14",213.36,0,99
"Clark in Las Vegas, Nevada","Willie Smith","Left","1953","10","26",182.88,60.96,76.5
"Lakeview Centennial HS in Garland, Texas","Zhaire Smith","Right","1999","06","04",182.88,121.92,89.55
"Almonta in Eindhoven, Netherlands","Rik Smits","Right","1966","08","23",213.36,121.92,112.5
"Eastdale in Port Robinson, Canada","Mike Smrek","Right","1962","08","31",213.36,0,112.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Joe Smyth","Right","1929","05","22",182.88,91.44,96.75
"King in Riverside, California","Tony Snell","Right","1991","11","10",182.88,213.36,95.85
"McKinley in Canton, Ohio","Eric Snow","Right","1973","04","24",182.88,91.44,85.5
"Hoover in North Canton, Ohio","Dick Snyder","Right","1944","02","01",182.88,152.4,93.15
"Upland in Upland, California","Kirk Snyder","Right","1983","06","05",182.88,182.88,101.25
"Hammond in Hammond, Indiana","Chips Sobek","Right","1920","02","10",182.88,0,81
"DeWitt Clinton in Bronx, New York","Ricky Sobers","Right","1953","01","15",182.88,91.44,89.1
"Saint Bonaventure Academy in Sturtevant, Wisconsin","Ron Sobie","Right","1934","09","21",182.88,91.44,83.25
"Germantown in Philadelphia, Pennsylvania","Mike Sojourner","Right","1953","10","16",182.88,274.32,101.25
"Germantown in Philadelphia, Pennsylvania","Willie Sojourner","Right","1948","09","10",182.88,243.84,101.25
"East Hartford in East Hartford, Connecticut","Will Solomon","Right","1978","07","20",182.88,30.48,83.25
"Farrell in Farrell, Pennsylvania","Willie Somerset","Right","1942","03","17",152.4,243.84,76.5
"New Hampton School in New Hampton, New Hampshire","Darius Songaila","Right","1978","02","14",182.88,274.32,111.6
"Findlay in Findlay, Ohio","Dave Sorenson","Right","1948","07","08",182.88,243.84,101.25
"Notre Dame Prep in Fitchburg, Massachusetts","James Southerland","Right","1990","04","28",182.88,243.84,96.75
"Oak Hill Academy in Mouth of Wilson, Virginia","Gino Sovran","Right","1924","12","17",182.88,60.96,78.75
"Jean Di La Fontaine in Dakar, Senegal","Pape Sow","Right","1981","11","22",182.88,304.8,112.5
"Austin in Houston, Texas","Ken Spain","Right","1946","10","06",182.88,274.32,101.25
"Trinity HS in Louisville, Kentucky","Ray Spalding","Right","1997","03","11",182.88,304.8,96.75
"Hudson Catholic in Jersey City, New Jersey","Jim Spanarkel","Right","1957","06","28",182.88,152.4,85.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Vassilis Spanoulis","Right","1982","08","07",182.88,121.92,87.75
"Oak Hill Academy in Mouth of Wilson, Virginia","Daniel Sparks","Right","1945","04","17",182.88,243.84,90
"Pontiac in Pontiac, Michigan","Guy Sparrow","Right","1932","11","02",182.88,182.88,98.1
"Eastside in Paterson, New Jersey","Rory Sparrow","Right","1958","06","12",182.88,60.96,78.75
"Scottsville in Scottsville, Kentucky","Odie Spears","Right","1924","06","17",182.88,152.4,92.25
"Oak Hill Academy in Mouth of Wilson, Virginia","Art Spector","Right","1920","10","17",182.88,121.92,90
"Hargrave Military Academy in Chatham, Virginia","Marreese Speights","Right","1987","08","04",182.88,304.8,114.75
"St. Thomas More in Oakdale, Connecticut","Omari Spellman","Right","1997","07","21",182.88,274.32,110.25
"Manual Arts in Los Angeles, California","Andre Spencer","Right","1964","07","20",182.88,182.88,94.5
"Booker T. Washington in Atlanta, Georgia","Elmore Spencer","Left","1969","12","06",213.36,0,121.5
"Eastern in Middletown, Kentucky","Felton Spencer","Right","1968","01","15",213.36,0,119.25
"Watertown in Watertown, New York","Lou Spicer","Right","1922","11","12",182.88,60.96,87.75
